Location,Titles
"30.289791,-97.73737369999999","Scanning the horizon: towards transparent and reproducible neuroimaging research, The impact of study design on pattern estimation for single-trial multivariate pattern analysis, Multivariate pattern classification of pediatric Tourette syndrome using functional connectivity MRI"
"30.2902558,120.1294736",A localized Richardson–Lucy algorithm for fiber orientation estimation in high angular resolution diffusion imaging
"30.294037,120.160734",Investigating the temporal patterns within and between intrinsic connectivity networks under eyes-open and eyes-closed resting states: a dynamical functional  …
"30.3123606,120.1553282","Topological organization of the human brain functional connectome across the lifespan, Assessing the mean strength and variations of the time-to-time fluctuations of resting-state brain activity"
"30.3157154,120.3453693","Altered temporal features of intrinsic connectivity networks in boys with combined type of attention deficit hyperactivity disorder, Investigating the temporal patterns within and between intrinsic connectivity networks under eyes-open and eyes-closed resting states: a dynamical functional  …"
"30.4453376,-84.3042096",Applying Aspects of the Expert Performance Approach to Better Understand the Structure of Skill and Mechanisms of Skill Acquisition in Video Games
"30.507905,114.413666",A novel brain network construction method for exploring age-related functional reorganization
"30.5282343,114.4276535",A novel brain network construction method for exploring age-related functional reorganization
"30.5352615,114.2985785",An open science resource for establishing reliability and reproducibility in functional connectomics
"30.5360485,114.3643219","Measuring temporal dynamics of resting-state fMRI data, MIC as an appropriate method to construct the brain functional network"
"30.5393292,114.3478389",MIC as an appropriate method to construct the brain functional network
"30.562614,103.972343",A multimodal MRI dataset of professional chess players
"30.630054,104.089722",A multimodal MRI dataset of professional chess players
"30.6415651,104.064126",The construction of MRI brain/head templates for Chinese children from 7 to 16 years of age
"30.6423314,104.0684189",Connectomic Profiles for Individualized Resting State Networks and Regions of Interest
"30.6428614,104.0627937",A multimodal MRI dataset of professional chess players
"30.647624,103.9849494",Connectivity-based parcellation of the human temporal pole using diffusion tensor imaging
"30.675104,104.100361","Atypical developmental trajectory of local spontaneous brain activity in autism spectrum disorder, Neural, electrophysiological and anatomical basis of brain-network variability and its characteristic changes in mental disorders, Optimizing affinity measures for parcellating brain structures based on resting state fMRI data: A validation on medial superior frontal cortex, Tractography-based Parcellation of the Human Middle Temporal Gyrus., Convergent functional architecture of the superior parietal lobule unraveled with multimodal neuroimaging approaches, Disrupted amplitude of low-frequency fluctuations in antipsychotic-naïve adolescents with early-onset schizophrenia, Functional organization of the fusiform gyrus revealed with connectivity profiles, Functional topography of the right inferior parietal lobule structured by anatomical connectivity profiles, Decreased amygdala functional connectivity in adolescents with autism: A resting-state fMRI study, The fault lies on the other side: Altered brain functional connectivity in psychiatric disorders is mainly caused by counterpart regions in the opposite hemisphere, Mapping the voxel-wise effective connectome in resting state fMRI, Multivariate classification of autism spectrum disorder using frequency-specific resting-state functional connectivity—a multi-center study, Alteration of functional connectivity in autism spectrum disorder: effect of age and anatomical distance, Tractography‐based parcellation of the human left inferior parietal lobule, Atypical effective connectivity of thalamo‐cortical circuits in autism spectrum disorder, Resting-state networks in schizophrenia"
"30.721726,103.917492",An open science resource for establishing reliability and reproducibility in functional connectomics
"31.13966499999999,121.395187",Altered mGluR5-Homer scaffolds and corticostriatal connectivity in a Shank3 complete knockout model of autism
"31.159176,121.416199",Brain Connectivity
"31.1902873,121.5883",Asymmetric Development of Dorsal and Ventral
"31.2007806,121.4276497",Functional connectivity density mapping
"31.2014369,121.4533447",Asymmetric Development of Dorsal and Ventral
"31.2154727,121.4425378",An open science resource for establishing reliability and reproducibility in functional connectomics
"31.2167722,121.4431937",An open science resource for establishing reliability and reproducibility in functional connectomics
"31.218313,121.4415558",Down but not out in posterior cingulate cortex: Deactivation yet functional coupling with prefrontal cortex during demanding semantic cognition
"31.2255023,121.5335022",Functional hierarchy underlies preferential connectivity disturbances in schizophrenia
"31.227812,121.4066077",New human-specific brain landmark: the depth asymmetry of superior temporal sulcus
"31.262218,34.801461","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism, Anatomical abnormalities in autism?, Toddlers later diagnosed with autism exhibit multiple structural abnormalities in temporal corpus callosum fibers"
"31.2809899,121.485562",MIC as an appropriate method to construct the brain functional network
"31.2823103,121.5045889","Autism: reduced connectivity between cortical areas involved in face expression, theory of mind, and the sense of self"
"31.2974197,121.5036178","Neural, electrophysiological and anatomical basis of brain-network variability and its characteristic changes in mental disorders, Individual classification of ADHD patients by integrating multiscale neuroimaging markers and advanced pattern recognition techniques, Functional connectivity decreases in autism in emotion, self, and face circuits identified by Knowledge-based Enrichment Analysis, Nonlinear association criterion, nonlinear Granger causality and related issues with applications to neuroimage studies, Autism: reduced connectivity between cortical areas involved in face expression, theory of mind, and the sense of self, The increase of the functional entropy of the human brain with age"
