index,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,CPY,PMCIDS,Full,Excerpts
22,Resting-state fMRI confounds and cleanup,http://www.sciencedirect.com/science/article/pii/S1053811913003170,2013.0,166,12,4617805387262687280,,"http://scholar.google.com/scholar?cites=4617805387262687280&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4617805387262687280&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:MHitlYi9FUAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYUrgCzQqQ__46VnKEEvTQ5m8vatVC&scisf=4&ct=citation&cd=155&hl=en,The goal of resting-state functional magnetic resonance imaging (fMRI) is to investigatethe brain's functional connections by using the temporal similarity bet.,Neuroimage,"Murphy, Kevin & Birn, Rasmus M & Bandettini, Peter A",Elsevier,33.2,23571418,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23571418&cmd=prlinks&retmode=ref,['N/A']
23,Test-retest reliabilities of resting-state FMRI measurements in human brain functional connectomics: a systems neuroscience perspective,http://www.sciencedirect.com/science/article/pii/S0149763414001262,2014.0,130,8,903069322708170907,,"http://scholar.google.com/scholar?cites=903069322708170907&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=903069322708170907&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:m7iSq8NYiAwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYZSO4S9Cvpjr-o_pf4Kg7sd9GKsZk&scisf=4&ct=citation&cd=272&hl=en,Resting-state functional magnetic resonance imaging (RFMRI) enables researchers to monitorfluctuations in the spontaneous brain activities of thousands of regi.,Neuroscience \& Biobehavioral Reviews,"Zuo, Xi-Nian & Xing, Xiu-Xia",Elsevier,32.5,24875392,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24875392&cmd=prlinks&retmode=ref,['N/A']
24,Psychiatric disorders from childhood to adulthood in 22q11. 2 deletion syndrome: results from the International Consortium on Brain and Behavior in 22q11. 2 Deletion …,http://ajp.psychiatryonline.org/doi/abs/10.1176/appi.ajp.2013.13070864,2014.0,128,23,4906997054729797892,,"http://scholar.google.com/scholar?cites=4906997054729797892&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4906997054729797892&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:BMEOqdInGUQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYeiLDD30ucBlbNhMeX0Zjh_2qeJPR&scisf=4&ct=citation&cd=407&hl=en,"... A description of the ADHD subtype was available for 79.05% of the individuals with ADHD(200 of 253): 63.00% met the diagnostic criteria for the inattentive subtype, 6.50% for thehyperactive-impulsive subtype, and 30.50% for the combined subtype. ...",American Journal of Psychiatry,"Schneider, Maude & Debban{\'e}, Martin & Bassett, Anne S & Chow, Eva WC & Fung, Wai Lun Alan & Van Den Bree, Marianne BM & Owen, Michael & Murphy, Kieran C & Niarchou, Maria & Kates, Wendy R & others",Am Psychiatric Assoc,32.0,24577245,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24577245&cmd=prlinks&retmode=ref,[]
25,Salience network–based classification and prediction of symptom severity in children with autism,http://jamanetwork.com/journals/jamapsychiatry/fullarticle/1699377,2013.0,159,15,2315973292947315108,,"http://scholar.google.com/scholar?cites=2315973292947315108&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2315973292947315108&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:pJlqe3D9IyAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYgVZEW5C0QUuQ2AkCMUE7WGyck8om&scisf=4&ct=citation&cd=456&hl=en,HomeNew OnlineCurrent IssueFor Authors. Journals. JAMAJAMACardiologyJAMA DermatologyJAMA Facial Plastic Surgery.,JAMA psychiatry,"Uddin, Lucina Q & Supekar, Kaustubh & Lynch, Charles J & Khouzam, Amirah & Phillips, Jennifer & Feinstein, Carl & Ryali, Srikanth & Menon, Vinod",American Medical Association,31.8,23803651,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23803651&cmd=prlinks&retmode=ref,['N/A']
26,The social brain in psychiatric and neurological disorders,http://www.sciencedirect.com/science/article/pii/S1364661312002227,2012.0,190,23,8487261350849633651,,"http://scholar.google.com/scholar?cites=8487261350849633651&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8487261350849633651&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:c11LLTvPyHUJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYgR2BmfuS6jNY0Ca_FpxB_IMyrvKO&scisf=4&ct=citation&cd=455&hl=en,Psychiatric and neurological disorders have historically provided key insights into thestructure-function relationships that subserve human social cognition an.,Trends in cognitive sciences,"Kennedy, Daniel P & Adolphs, Ralph",Elsevier,31.66666666666667,23047070,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23047070&cmd=prlinks&retmode=ref,['N/A']
27,Functional connectivity density mapping,http://www.pnas.org/content/107/21/9885.short,2010.0,249,14,10576019749896763353,,"http://scholar.google.com/scholar?cites=10576019749896763353&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10576019749896763353&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:2bccqu2RxZIJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYQfTY-7hxqxGUPZwz4Uh7o8AioPZU&scisf=4&ct=citation&cd=52&hl=en,"... Thus, we aimed to determine the location of the functional connectivity hubs in the human brainby using data from the “1000 Functional Connectomes Project” (17), which is a large publicdatabase of resting-state time series that were collected independently at 35 sites around ...",Proceedings of the National Academy of Sciences,"Tomasi, Dardo & Volkow, Nora D",National Acad Sciences,31.125,27852375,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27852375&cmd=prlinks&retmode=ref,[]
28,The organization of the human striatum estimated by intrinsic functional connectivity,http://jn.physiology.org/content/108/8/2242.short,2012.0,186,12,13919073773525544890,,"http://scholar.google.com/scholar?cites=13919073773525544890&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=13919073773525544890&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:ui9ywdl7KsEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYkGnDZHpLovLp6eoLWWHg0gFhzrnI&scisf=4&ct=citation&cd=547&hl=en,Skip to main content. Other Journals from APS: AJP-Cell; AJP-Endo; AJP-GI; AJP-Heart;AJP-Lung; AJP-Regu; AJP-Renal; AJP-Legacy; Physiology; Advances; JAPPL; JN; PG; PRV;COMP PHYS; PHYSIOL REP; APS Select; www.physiology.org. Institution: Google Indexer. Login,Journal of neurophysiology,"Choi, Eun Young & Yeo, BT Thomas & Buckner, Randy L",Am Physiological Soc,31.0,22832566,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22832566&cmd=prlinks&retmode=ref,[]
29,The idiosyncratic brain: distortion of spontaneous connectivity patterns in autism spectrum disorder,http://www.nature.com/neuro/journal/v18/n2/abs/nn.3919.html,2015.0,93,11,15879725381445129795,,"http://scholar.google.com/scholar?cites=15879725381445129795&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15879725381445129795&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:Q5bKmxkeYNwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJIei8oPZ8J2RK8Oaj_gDpblyHMuDw&scisf=4&ct=citation&cd=539&hl=en,Previous studies have reported both increased and decreased functional brain connectivity inindividuals with autism spectrum disorder (ASD). The authors find that instances of such over-and underconnectivity in adults with high-functioning ASD point to a deeper principle of increased ...,Nature neuroscience,"Hahamy, Avital & Behrmann, Marlene & Malach, Rafael",Nature Research,31.0,25599222,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25599222&cmd=prlinks&retmode=ref,['N/A']
30,Brain hyperconnectivity in children with autism and its links to social deficits,http://www.sciencedirect.com/science/article/pii/S2211124713005706,2013.0,153,14,8997117274418353184,,"http://scholar.google.com/scholar?cites=8997117274418353184&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8997117274418353184&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:IJQ8CH4u3HwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYkRPBXOsrKJ9_TTq0mWCrNdsFLmZN&scisf=4&ct=citation&cd=554&hl=en,"Autism spectrum disorder (ASD), a neurodevelopmental disorder affecting nearly 1 in 88children, is thought to result from aberrant brain connectivity. Remarkab.",Cell reports,"Supekar, Kaustubh & Uddin, Lucina Q & Khouzam, Amirah & Phillips, Jennifer & Gaillard, William D & Kenworthy, Lauren E & Yerys, Benjamin E & Vaidya, Chandan J & Menon, Vinod",Elsevier,30.6,24210821,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24210821&cmd=prlinks&retmode=ref,['N/A']
31,Resting-state functional connectivity in normal brain aging,http://www.sciencedirect.com/science/article/pii/S0149763413000183,2013.0,151,9,7854394686391984613,,"http://scholar.google.com/scholar?cites=7854394686391984613&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7854394686391984613&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:5SEcWFpqAG0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYT8MMdQr0sePPrqaFRNTqmRMglfWB&scisf=4&ct=citation&cd=138&hl=en,"The world is aging and, as the elderly population increases, age-related cognitive declineemerges as a major concern. Neuroimaging techniques, such as function.",Neuroscience \& Biobehavioral Reviews,"Ferreira, Luiz Kobuti & Busatto, Geraldo F",Elsevier,30.2,23333262,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23333262&cmd=prlinks&retmode=ref,['N/A']
32,The future of FMRI connectivity,http://www.sciencedirect.com/science/article/pii/S1053811912000390,2012.0,180,11,10141592529119131959,,"http://scholar.google.com/scholar?cites=10141592529119131959&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10141592529119131959&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:N7nmOqwsvowJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYoUG97oUqhXwwPX9AO66r66bt2RLw&scisf=4&ct=citation&cd=655&hl=en,"“FMRI connectivity” encompasses many areas of research, including resting-state networks,biophysical modelling of task-FMRI data and bottom-up simulation o.",Neuroimage,"Smith, Stephen M",Elsevier,30.0,22248579,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22248579&cmd=prlinks&retmode=ref,['N/A']
33,Growing together and growing apart: regional and sex differences in the lifespan developmental trajectories of functional homotopy,http://www.jneurosci.org/content/30/45/15034.short,2010.0,236,10,997925051853259153,,"http://scholar.google.com/scholar?cites=997925051853259153&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=997925051853259153&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:kUEtJIxX2Q0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYQYYV2BVsHOyRCSgLV3H_blU_bQdt&scisf=4&ct=citation&cd=50&hl=en,,Journal of Neuroscience,"Zuo, Xi-Nian & Kelly, Clare & Di Martino, Adriana & Mennes, Maarten & Margulies, Daniel S & Bangaru, Saroja & Grzadzinski, Rebecca & Evans, Alan C & Zang, Yu-Feng & Castellanos, F Xavier & others",Soc Neuroscience,29.5,21068309,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21068309&cmd=prlinks&retmode=ref,"['At the MNI, 86 resting-state functional magnetic resonance imaging (R-fMRI) datasets were obtained by the ICBM. These data are publicly available as part of the 1000 Functional Connectomes project (', ') software. Scripts containing the processing commands used here have been released as part of the 1000 Functional Connectomes Project (']"
34,Reconceptualizing functional brain connectivity in autism from a developmental perspective,http://books.google.com/books?hl=en&lr=&id=PfmZBQAAQBAJ&oi=fnd&pg=PA23&dq=fcon_1000.projects.nitrc.org+OR+%22Rockland+Sample%22+OR+%221000+Functional+Connectomes+Project%22+OR+%22International+Neuroimaging+Data-Sharing+Initiative%22+OR+%22Autism+Brain+Imaging+Data+Exchange%22+OR+ADHD-200+OR+%22Consortium+for+Reproducibility+and+Reliability%22&ots=KjpLIfqF-A&sig=9xktzrABiDW83E3TQKU7F8VrrTk,2013.0,147,22,17332679548206009925,,"http://scholar.google.com/scholar?cites=17332679548206009925&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=17332679548206009925&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:RU5_dDcMivAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYenzpPBfAXlOtryY_h0v9Sw6XK-3e&scisf=4&ct=citation&cd=409&hl=en,Page 24. REVIEW ARTICLE HUMAN NEUROSCIENCE published: 07 August 2013doi: 10.3389/fnhum. 2013.00458 Reconceptualizing functional brain connectivityin autism from a developmental perspective Lucina Q. Uddin1 ...,,"Uddin, Lucina Q & Supekar, Kaustubh & Menon, Vinod",,29.4,23966925,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23966925&cmd=prlinks&retmode=ref,['http://fcon_1000.projects.nitrc.org/indi/abide/']
35,Abnormal functional connectivity in children with attention-deficit/hyperactivity disorder,http://www.sciencedirect.com/science/article/pii/S0006322311011061,2012.0,175,12,2962674520467204928,,"http://scholar.google.com/scholar?cites=2962674520467204928&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2962674520467204928&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:QGuMiceIHSkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYSbSmyvTK67BClgrkZnAfnPkmsxhk&scisf=4&ct=citation&cd=100&hl=en,... The recent release of an open access RSFC data set from 255 ADHD children (ADHD-200 Sample;http://fcon_1000.projects.nitrc.org/indi/adhd200/) now allows investigators to evaluate the functionalbrain connectivity patterns in a large sample of ADHD children. ...,Biological psychiatry,"Tomasi, Dardo & Volkow, Nora D",Elsevier,29.16666666666667,24565362,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24565362&cmd=prlinks&retmode=ref,['N/A']
36,Distinct neural signatures detected for ADHD subtypes after controlling for micro-movements in resting state functional connectivity MRI data,http://repository.ubn.ru.nl/handle/2066/126873,2012.0,175,26,4928853321139374182,,"http://scholar.google.com/scholar?cites=4928853321139374182&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4928853321139374182&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:ZkiEPPvNZkQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYb3Nev7ubfqLrXHwjgAKAhTFSd61N&scisf=4&ct=citation&cd=334&hl=en,"... 2012), and this special edition high- lighting the work of the competitors, the race for these sortsof applications is currently underway (ADHD-200-Consortium, 2012). ... Informatics Tools andResources Clearinghouse (NITRC), see http://fcon_1000.projects.nitrc.org/indi/adhd200. ...",,"Fair, Damien A & Nigg, Joel T & Iyer, Swathi & Bathula, Deepti & Mills, Kathryn L & Dosenbach, NU & Schlaggar, Bradley L & Mennes, Maarten & Gutman, David & Bangaru, Saroja & others",,29.16666666666667,23382713,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23382713&cmd=prlinks&retmode=ref,"['In recent years, there has been growing enthusiasm that functional magnetic resonance imaging (MRI) could achieve clinical utility for a broad range of neuropsychiatric disorders. However, several barriers remain. For example, the acquisition of large-scale datasets capable of clarifying the marked heterogeneity that exists in psychiatric illnesses will need to be realized. In addition, there continues to be a need for the development of image processing and analysis methods capable of separating signal from artifact. As a prototypical hyperkinetic disorder, and movement-related artifact being a significant confound in functional imaging studies, ADHD offers a unique challenge. As part of the ADHD-200 Global Competition and this special edition of Frontiers, the ADHD-200 Consortium demonstrates the utility of an aggregate dataset pooled across five institutions in addressing these challenges. The work aimed to (1) examine the impact of emerging techniques for controlling for “micro-movements,” and (2) provide novel insights into the neural correlates of ADHD subtypes. Using support vector machine (SVM)-based multivariate pattern analysis (MVPA) we show that functional connectivity patterns in individuals are capable of differentiating the two most prominent ADHD subtypes. The application of graph-theory revealed that the Combined (ADHD-C) and Inattentive (ADHD-I) subtypes demonstrated some overlapping (particularly sensorimotor systems), but unique patterns of atypical connectivity. For ADHD-C, atypical connectivity was prominent in midline default network components, as well as insular cortex; in contrast, the ADHD-I group exhibited atypical patterns within the dlPFC regions and cerebellum. Systematic motion-related artifact was noted, and highlighted the need for stringent motion correction. Findings reported were robust to the specific motion correction strategy employed. These data suggest that resting-state functional connectivity MRI (rs-fcMRI) data can be used to characterize individual patients with ADHD and to identify neural distinctions underlying the clinical heterogeneity of ADHD.', '). These features make rs-fcMRI an attractive measure for translational and clinical applications. As highlighted in the ADHD-200 competition (', 'ADHD-200-Consortium, 2012', 'ADHD-200-Consortium, 2012', 'http://fcon_1000.projects.nitrc.org/indi/adhd200', '), we first provide a comprehensive examination of micro-movements in the ADHD-200 sample, as well as the impact of various correction strategies. Then, we report unique findings from our ADHD-C and ADHD-I samples, after controlling for movement using the most conservative procedure.', 'Section 1: Characterizing and Accounting for Micro-Movements in the ADHD-200 Sample', '), and in the spirit of the ADHD-200 Global Competition (', 'ADHD-200-Consortium, 2012', '), we used the large-scale aggregate ADHD-200 dataset to highlight the need for stringent micro-movement correction. The work also provides the first insights into common and distinct neural substrates of the two most common ADHD subtypes. Application of graph-theoretic metrics implicated atypical connectivity across multiple systems in the combined subtype (ADHD-C), particularly in the default network. Although similar observations were present in the predominantly inattentive subtype (ADHD-I) functional connectivity differences were more evident in bilateral dorsolateral prefrontal regions, and in the cerebellum, rather than in the default mode network. Classification analyses aimed at predicting individual diagnostic status based on patterns of functional connectivity further highlight differential neural substrates for the two subtypes, and serve to provide a vision for future clinical applications of neuroimaging.', 'We anticipate classification rates with the current ADHD-200 sample will continue to improve with optimization of supervised and unsupervised learning approaches. Optimization and extension of feature sets to include other potential markers is also likely to enhance classification. However, it is only through the future creation of a large-scale datasets, with coordinated recruitment, deep phenotyping, multimodal data acquisition (e.g., rs-fcMRI, diffusion imaging, ASL), and likely improved homogeneity in our subgrouping (', ""), which hosts the ADHD-200 Consortium's distribution site ("", 'http://fcon_1000.projects.nitrc.org/indi/adhd200', 'ADHD-200-Consortium. (2012). The ADHD-200 Consortium: a model to advance the translational potential of neuroimaging in clinical neuroscience. ']"
