i,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,Citations Per Year,Journal Category,PMCID,Affiliations,Qualifiers,Data Use,Sets
20,"Toward reliable characterization of functional homogeneity in the human brain: preprocessing, scan duration, imaging resolution and computational space",http://www.sciencedirect.com/science/article/pii/S1053811912010208,2013.0,171,17,2410745580831761940,,"http://scholar.google.com/scholar?cites=2410745580831761940&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2410745580831761940&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:FOZRRVWwdCEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYPHCQCOf2O9gENO9W5th5faIEVkh8&scisf=4&ct=citation&cd=20&hl=en,"While researchers have extensively characterized functional connectivity between brain regions,the characterization of functional homogeneity within a region o.",Neuroimage,"Zuo, XiNian & Xu, Ting & Jiang, Lili & Yang, Zhi & Cao, XiaoYan & He, Yong & Zang, YuFeng & Castellanos, F Xavier & Milham, Michael P",Elsevier,34.2,Journal,23085497,"Laboratory for Functional Connectome and Development, Key Laboratory of Behavioral Science, Magnetic Resonance Imaging Research Center, Institute of Psychology, Chinese Academy of Sciences, Beijing 100101, China. zuoxn@psych.ac.cn",anatomy & histology & methods & physiology,Y,FCP
21,Functional connectivity mapping of the human precuneus by resting state fMRI,http://www.sciencedirect.com/science/article/pii/S1053811911013048,2012.0,203,14,3897632635558090709,,"http://scholar.google.com/scholar?cites=3897632635558090709&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=3897632635558090709&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:1ddoQzssFzYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYbbw6PTpmQFj8rNkHpIIf0rPVpuJI&scisf=4&ct=citation&cd=328&hl=en,"Precuneus responds to a wide range of cognitive processes. Here, we examined how thepatterns of resting state connectivity may define functional subregions in.",Neuroimage,"Zhang, Sheng & Chiangshan, R Li",Elsevier,33.833333333333336,Journal,22116037,"Department of Psychiatry, Yale University, New Haven, CT 06519, United States. sheng.zhang@yale.edu",methods & physiology,Y,FCP
22,Resting-state fMRI confounds and cleanup,http://www.sciencedirect.com/science/article/pii/S1053811913003170,2013.0,166,12,4617805387262687280,,"http://scholar.google.com/scholar?cites=4617805387262687280&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4617805387262687280&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:MHitlYi9FUAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYUrgCzQqQ__46VnKEEvTQ5m8vatVC&scisf=4&ct=citation&cd=155&hl=en,The goal of resting-state functional magnetic resonance imaging (fMRI) is to investigatethe brain's functional connections by using the temporal similarity bet.,Neuroimage,"Murphy, Kevin & Birn, Rasmus M & Bandettini, Peter A",Elsevier,33.2,Journal,23571418,"Cardiff University Brain Research Imaging Centre, School of Psychology, Cardiff University, Cardiff, CF10 3AT, UK. murphyk2@cardiff.ac.uk",blood & Functional magnetic resonance imaging (fMRI) & methods & physiology & Resting-state & Physiological noise & Functional connectivity & Noise correction & blood supply,N,ABIDE
23,Test-retest reliabilities of resting-state FMRI measurements in human brain functional connectomics: a systems neuroscience perspective,http://www.sciencedirect.com/science/article/pii/S0149763414001262,2014.0,130,8,903069322708170907,,"http://scholar.google.com/scholar?cites=903069322708170907&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=903069322708170907&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:m7iSq8NYiAwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYZSO4S9Cvpjr-o_pf4Kg7sd9GKsZk&scisf=4&ct=citation&cd=272&hl=en,Resting-state functional magnetic resonance imaging (RFMRI) enables researchers to monitorfluctuations in the spontaneous brain activities of thousands of regi.,Neuroscience \& Biobehavioral Reviews,"Zuo, XiNian & Xing, XiuXia",Elsevier,32.5,Journal,24875392,"College of Applied Sciences, Beijing University of Technology, Beijing 100124, China. Electronic address: xingxx@bjut.edu.cn. && Key Laboratory of Behavioral Science, Institute of Psychology, Chinese Academy of Sciences, Beijing 100101, China; Laboratory for Functional Connectome and Development, Institute of Psychology, Chinese Academy of Sciences, Beijing 100101, China; Magnetic Resonance Imaging Research Center, Institute of Psychology, Chinese Academy of Sciences, Beijing 100101, China. Electronic address: zuoxn@psych.ac.cn.",Functional connectomics & Brain connectome & Reproducibility & methods & physiology & Resting state fMRI & Test-retest reliability,Y,NKI;CORR;ABIDE
24,Psychiatric disorders from childhood to adulthood in 22q11. 2 deletion syndrome: results from the International Consortium on Brain and Behavior in 22q11. 2 Deletion …,http://ajp.psychiatryonline.org/doi/abs/10.1176/appi.ajp.2013.13070864,2014.0,128,23,4906997054729797892,,"http://scholar.google.com/scholar?cites=4906997054729797892&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4906997054729797892&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:BMEOqdInGUQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYeiLDD30ucBlbNhMeX0Zjh_2qeJPR&scisf=4&ct=citation&cd=407&hl=en,"... A description of the ADHD subtype was available for 79.05% of the individuals with ADHD(200 of 253): 63.00% met the diagnostic criteria for the inattentive subtype, 6.50% for thehyperactive-impulsive subtype, and 30.50% for the combined subtype. ...",American Journal of Psychiatry,"Schneider, Maude & Debbane, Martin & Bassett, Anne S & Chow, Eva WC & Fung, Wai Lun Alan & Van Den Bree, Marianne BM & Owen, Michael & Murphy, Kieran C & Niarchou, Maria & Kates, Wendy R & others",Am Psychiatric Assoc,32.0,Journal,24577245,,psychology & complications & genetics,I,
25,Salience network–based classification and prediction of symptom severity in children with autism,http://jamanetwork.com/journals/jamapsychiatry/fullarticle/1699377,2013.0,159,15,2315973292947315108,,"http://scholar.google.com/scholar?cites=2315973292947315108&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2315973292947315108&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:pJlqe3D9IyAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYgVZEW5C0QUuQ2AkCMUE7WGyck8om&scisf=4&ct=citation&cd=456&hl=en,HomeNew OnlineCurrent IssueFor Authors. Journals. JAMAJAMACardiologyJAMA DermatologyJAMA Facial Plastic Surgery.,JAMA psychiatry,"Uddin, Lucina Q & Supekar, Kaustubh & Lynch, Charles J & Khouzam, Amirah & Phillips, Jennifer & Feinstein, Carl & Ryali, Srikanth & Menon, Vinod",American Medical Association,31.8,Other,23803651,"Department of Psychiatry, Stanford University School of Medicine, Stanford, California 94305, USA. lucina@stanford.edu",diagnosis & physiopathology & classification & methods & instrumentation,Y,FCP
26,The social brain in psychiatric and neurological disorders,http://www.sciencedirect.com/science/article/pii/S1364661312002227,2012.0,190,23,8487261350849633651,,"http://scholar.google.com/scholar?cites=8487261350849633651&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8487261350849633651&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:c11LLTvPyHUJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYgR2BmfuS6jNY0Ca_FpxB_IMyrvKO&scisf=4&ct=citation&cd=455&hl=en,Psychiatric and neurological disorders have historically provided key insights into thestructure-function relationships that subserve human social cognition an.,Trends in cognitive sciences,"Kennedy, Daniel P & Adolphs, Ralph",Elsevier,31.66666666666667,Journal,23047070,"California Institute of Technology, 1200 E. California Blvd, HSS 228-77, Caltech, Pasadena, CA 91125, USA. dpk@indiana.edu",physiopathology & etiology,N,ABIDE
27,Functional connectivity density mapping,http://www.pnas.org/content/107/21/9885.short,2010.0,249,14,10576019749896763353,,"http://scholar.google.com/scholar?cites=10576019749896763353&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10576019749896763353&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:2bccqu2RxZIJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYQfTY-7hxqxGUPZwz4Uh7o8AioPZU&scisf=4&ct=citation&cd=52&hl=en,"... Thus, we aimed to determine the location of the functional connectivity hubs in the human brainby using data from the “1000 Functional Connectomes Project” (17), which is a large publicdatabase of resting-state time series that were collected independently at 35 sites around ...",Proceedings of the National Academy of Sciences,"Tomasi, Dardo & Volkow, Nora D",National Acad Sciences,31.125,Other,27852375,"Department of Medical Imaging, Jinling Hospital, School Medicine of Nanjing University, Nanjing General Hospital of Nanjing Military Region, PLA, Nanjing 210002, China.",,Y,FCP
28,The organization of the human striatum estimated by intrinsic functional connectivity,http://jn.physiology.org/content/108/8/2242.short,2012.0,186,12,13919073773525544890,,"http://scholar.google.com/scholar?cites=13919073773525544890&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=13919073773525544890&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:ui9ywdl7KsEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYkGnDZHpLovLp6eoLWWHg0gFhzrnI&scisf=4&ct=citation&cd=547&hl=en,Skip to main content. Other Journals from APS: AJP-Cell; AJP-Endo; AJP-GI; AJP-Heart;AJP-Lung; AJP-Regu; AJP-Renal; AJP-Legacy; Physiology; Advances; JAPPL; JN; PG; PRV;COMP PHYS; PHYSIOL REP; APS Select; www.physiology.org. Institution: Google Indexer. Login,Journal of neurophysiology,"Choi, Eun Young & Yeo, BT Thomas & Buckner, Randy L",Am Physiological Soc,31.0,Journal,22832566,"Program in Neuroscience, Division of Medical Sciences, Harvard University, Cambridge, MA, USA.",anatomy & histology & innervation & physiology,Y,FCP
29,The idiosyncratic brain: distortion of spontaneous connectivity patterns in autism spectrum disorder,http://www.nature.com/neuro/journal/v18/n2/abs/nn.3919.html,2015.0,93,11,15879725381445129795,,"http://scholar.google.com/scholar?cites=15879725381445129795&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15879725381445129795&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:Q5bKmxkeYNwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJIei8oPZ8J2RK8Oaj_gDpblyHMuDw&scisf=4&ct=citation&cd=539&hl=en,Previous studies have reported both increased and decreased functional brain connectivity inindividuals with autism spectrum disorder (ASD). The authors find that instances of such over-and underconnectivity in adults with high-functioning ASD point to a deeper principle of increased ...,Nature neuroscience,"Hahamy, Avital & Behrmann, Marlene & Malach, Rafael",Nature Research,31.0,Journal,25599222,"Department of Psychology, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA. && Department of Neurobiology, Weizmann Institute of Science, Rehovot, Israel.",physiopathology & methods,Y,ABIDE
30,Brain hyperconnectivity in children with autism and its links to social deficits,http://www.sciencedirect.com/science/article/pii/S2211124713005706,2013.0,153,14,8997117274418353184,,"http://scholar.google.com/scholar?cites=8997117274418353184&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8997117274418353184&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:IJQ8CH4u3HwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYkRPBXOsrKJ9_TTq0mWCrNdsFLmZN&scisf=4&ct=citation&cd=554&hl=en,"Autism spectrum disorder (ASD), a neurodevelopmental disorder affecting nearly 1 in 88children, is thought to result from aberrant brain connectivity. Remarkab.",Cell reports,"Supekar, Kaustubh & Uddin, Lucina Q & Khouzam, Amirah & Phillips, Jennifer & Gaillard, William D & Kenworthy, Lauren E & Yerys, Benjamin E & Vaidya, Chandan J & Menon, Vinod",Elsevier,30.6,Journal,24210821,"Department of Psychiatry and Behavioral Sciences, Stanford University School of Medicine, Stanford, CA 94304, USA. Electronic address: ksupekar@stanford.edu.",physiopathology & pathology & methods & diagnosis,Y,FCP
31,Resting-state functional connectivity in normal brain aging,http://www.sciencedirect.com/science/article/pii/S0149763413000183,2013.0,151,9,7854394686391984613,,"http://scholar.google.com/scholar?cites=7854394686391984613&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7854394686391984613&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:5SEcWFpqAG0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYT8MMdQr0sePPrqaFRNTqmRMglfWB&scisf=4&ct=citation&cd=138&hl=en,"The world is aging and, as the elderly population increases, age-related cognitive declineemerges as a major concern. Neuroimaging techniques, such as function.",Neuroscience \& Biobehavioral Reviews,"Ferreira, Luiz Kobuti & Busatto, Geraldo F",Elsevier,30.2,Journal,23333262,"Laboratory of Psychiatric Neuroimaging (LIM-21), Department and Institute of Psychiatry, Faculty of Medicine, University of São Paulo, São Paulo, SP, Brazil. kobuti@yahoo.com",methods & physiology,N,FCP
32,The future of FMRI connectivity,http://www.sciencedirect.com/science/article/pii/S1053811912000390,2012.0,180,11,10141592529119131959,,"http://scholar.google.com/scholar?cites=10141592529119131959&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10141592529119131959&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:N7nmOqwsvowJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYoUG97oUqhXwwPX9AO66r66bt2RLw&scisf=4&ct=citation&cd=655&hl=en,"“FMRI connectivity” encompasses many areas of research, including resting-state networks,biophysical modelling of task-FMRI data and bottom-up simulation o.",Neuroimage,"Smith, Stephen M",Elsevier,30.0,Journal,22248579,"Oxford University Centre for Functional MRI of the Brain, UK. steve@fmrib.ox.ac.uk",methods & trends,N,FCP
33,Growing together and growing apart: regional and sex differences in the lifespan developmental trajectories of functional homotopy,http://www.jneurosci.org/content/30/45/15034.short,2010.0,236,10,997925051853259153,,"http://scholar.google.com/scholar?cites=997925051853259153&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=997925051853259153&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:kUEtJIxX2Q0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYQYYV2BVsHOyRCSgLV3H_blU_bQdt&scisf=4&ct=citation&cd=50&hl=en,,Journal of Neuroscience,"Zuo, XiNian & Kelly, Clare & Di Martino, Adriana & Mennes, Maarten & Margulies, Daniel S & Bangaru, Saroja & Grzadzinski, Rebecca & Evans, Alan C & Zang, YuFeng & Castellanos, F Xavier & others",Soc Neuroscience,29.5,Journal,21068309,"Phyllis Green and Randolph Cōwen Institute for Pediatric Neuroscience, New York University Langone Medical Center, New York, New York 10016, USA. xinian.zuo@nyumc.org",physiopathology & physiology,Y,FCP
34,Reconceptualizing functional brain connectivity in autism from a developmental perspective,http://books.google.com/books?hl=en&lr=&id=PfmZBQAAQBAJ&oi=fnd&pg=PA23&dq=fcon_1000.projects.nitrc.org+OR+%22Rockland+Sample%22+OR+%221000+Functional+Connectomes+Project%22+OR+%22International+Neuroimaging+Data-Sharing+Initiative%22+OR+%22Autism+Brain+Imaging+Data+Exchange%22+OR+ADHD-200+OR+%22Consortium+for+Reproducibility+and+Reliability%22&ots=KjpLIfqF-A&sig=9xktzrABiDW83E3TQKU7F8VrrTk,2013.0,147,22,17332679548206009925,,"http://scholar.google.com/scholar?cites=17332679548206009925&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=17332679548206009925&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:RU5_dDcMivAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYenzpPBfAXlOtryY_h0v9Sw6XK-3e&scisf=4&ct=citation&cd=409&hl=en,Page 24. REVIEW ARTICLE HUMAN NEUROSCIENCE published: 07 August 2013doi: 10.3389/fnhum. 2013.00458 Reconceptualizing functional brain connectivityin autism from a developmental perspective Lucina Q. Uddin1 ...,,"Uddin, Lucina Q & Supekar, Kaustubh & Menon, Vinod",,29.4,Journal,23966925,"Department of Psychiatry and Behavioral Sciences, Stanford University School of Medicine Stanford, CA, USA.",brain development & autism spectrum disorders & functional connectivity & fMRI & puberty,N,ABIDE
35,Abnormal functional connectivity in children with attention-deficit/hyperactivity disorder,http://www.sciencedirect.com/science/article/pii/S0006322311011061,2012.0,175,12,2962674520467204928,,"http://scholar.google.com/scholar?cites=2962674520467204928&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2962674520467204928&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:QGuMiceIHSkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYSbSmyvTK67BClgrkZnAfnPkmsxhk&scisf=4&ct=citation&cd=100&hl=en,... The recent release of an open access RSFC data set from 255 ADHD children (ADHD-200 Sample;http://fcon_1000.projects.nitrc.org/indi/adhd200/) now allows investigators to evaluate the functionalbrain connectivity patterns in a large sample of ADHD children. ...,Biological psychiatry,"Tomasi, Dardo & Volkow, Nora D",Elsevier,29.16666666666667,Journal,24565362,"Nathan Kline Institute for Psychiatric Research; Center for the Developing Brain, Child Mind Institute. && Phyllis Green and Randolph Cowen Institute for Pediatric Neuroscience, New York University Child Study Center. && Phyllis Green and Randolph Cowen Institute for Pediatric Neuroscience, New York University Child Study Center; Fordham University. && Indiana University School of Medicine, Riley Hospital for Children; Phyllis Green and Randolph Cowen Institute for Pediatric Neuroscience, New York University Child Study Center. Electronic address: lhulvers@iupui.edu. && Indiana University School of Medicine, Riley Hospital for Children. && Phyllis Green and Randolph Cowen Institute for Pediatric Neuroscience, New York University Child Study Center; Nathan Kline Institute for Psychiatric Research. && Phyllis Green and Randolph Cowen Institute for Pediatric Neuroscience, New York University Child Study Center; Donders Institute for Brain, Cognition, and Behaviour, Radboud University Nijmegen Medical Centre.",physiopathology & functional magnetic resonance imaging (fMRI) & amygdala & emotional lability & attention-deficit/hyperactivity disorder,Y,ADHD200
